baseline_type,instance_id,seed,arm,status,status_reason,total_cost_cny,total_distance_km,system_emissions_kg,physical_vehicle_count,route_count,cross_contractor_customer_count,customer_count,cross_contractor_customer_share,paired_cost_improvement_cny,paired_cost_improvement_pct,paired_distance_improvement_km,paired_distance_improvement_pct,paired_emissions_improvement_kg,paired_emissions_improvement_pct,paired_physical_vehicle_improvement,paired_physical_vehicle_improvement_pct,paired_route_improvement,paired_route_improvement_pct,hgs_iterations_cv_only,hgs_iterations_naive_ev,hgs_iterations_mechanism_ev,wallclock_safety_triggered,complete_candidate_evaluations,elapsed_seconds,mapping_sha256,initial_solution_sha256,solution_path,solution_sha256,routing_sha256,search_trace_path,violation_count,error_type,error_message
baseline_random,cn-cy-100c-01-V2-LOCATIONS,1,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,1,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,2,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,2,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,3,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,3,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,4,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,4,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,5,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,5,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,6,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,6,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,7,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,7,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,8,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,8,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,9,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,9,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,10,BASELINE_LOCKED,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
baseline_random,cn-cy-100c-01-V2-LOCATIONS,10,TREATMENT_REALLOCATION,HALT_PRESEARCH_RANDOM_LABEL_DEPOT_CARDINALITY_MISMATCH,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,0,ValueError,ValueError: zip() argument 2 is shorter than argument 1; frozen source has 4 labels but instance has 2 depots; no approved 4-to-2 rule
